snippet_id,source_id,source_file,source_type,chunk_index,subject,subject_type,subject_id,predicate,object,object_type,object_id,confidence,evidence_span,alt_snippet_ids,_type_fix
src_pdf_004_chunk_0003,src_pdf_004,markdown/amend_3_2017.md,pdf,3,"Food Safety and Standards (First Amendment) Rules, 2022",fflo:RegulatoryDocument,fkg:FOO_02802,fflo:amends,"Food Safety and Standards Rules, 2011",fflo:RegulatoryDocument,fkg:REG_00007,0.95,"further to amend the Food Safety and Standards Rules, 2011",src_pdf_026_chunk_0016,
src_pdf_004_chunk_0003,src_pdf_004,markdown/amend_3_2017.md,pdf,3,"Food Safety and Standards Rules, 2011",fflo:RegulatoryDocument,fkg:REG_00007,fflo:amends,"Food Safety and Standard Act, 2006",fflo:RegulatoryDocument,fkg:REG_00015,0.95,"powers conferred by section 91 of the Food Safety and Standards Act, 2006",,
src_pdf_004_chunk_0003,src_pdf_004,markdown/amend_3_2017.md,pdf,3,"Food Safety and Standards Rules, 2011",fflo:RegulatoryDocument,fkg:REG_00007,fflo:specifiedIn,G.S.R. 362(E),fflo:RegulatoryDocument,fkg:REG_00009,0.95,"notification number G.S.R. 362(E), dated the 5th May, 2011",,
src_pdf_004_chunk_0003,src_pdf_004,markdown/amend_3_2017.md,pdf,3,"Food Safety and Standards Rules, 2011",fflo:RegulatoryDocument,fkg:REG_00007,fflo:specifiedIn,G.S.R. 57(E),fflo:RegulatoryDocument,fkg:REG_00017,0.95,"last amended vide notification number G.S.R. 57(E), dated the 13th January, 2017",,
src_pdf_004_chunk_0002,src_pdf_004,markdown/amend_3_2017.md,pdf,2,Food Safety Authority,fflo:RegulatoryBody,fkg:REG_00245,fflo:actsOnBehalfOf,Central Government,fflo:RegulatoryBody,fkg:REG_00244,0.95,with the prior approval of the Central Government,,
src_pdf_004_chunk_0002,src_pdf_004,markdown/amend_3_2017.md,pdf,2,Sub-Divisional Officer,fflo:RegulatoryOfficer,fkg:REG_00195,fflo:hasObligation,TrainingExemption,fflo:ObligationType,fkg:OBL_00011,0.95,appointed Sub-Divisional Officer... shall not be required to undergo such training,,
src_pdf_004_chunk_0002,src_pdf_004,markdown/amend_3_2017.md,pdf,2,Collector,fflo:RegulatoryOfficer,fkg:REG_00196,fflo:isEmpoweredTo,Delegation,fflo:RegulatoryActionType,fkg:REG_00309,0.95,"Collector... may delegate his powers | Where the Collector ... considers necessary, he may delegate",src_pdf_004_chunk_0004,
src_pdf_004_chunk_0002,src_pdf_004,markdown/amend_3_2017.md,pdf,2,District Magistrate,fflo:RegulatoryOfficer,fkg:REG_00197,fflo:isEmpoweredTo,Delegation,fflo:RegulatoryActionType,fkg:REG_00309,0.95,"District Magistrate... may delegate his powers | or District Magistrate considers necessary, he may delegate",src_pdf_004_chunk_0004,
src_pdf_004_chunk_0002,src_pdf_004,markdown/amend_3_2017.md,pdf,2,Collector,fflo:RegulatoryOfficer,fkg:REG_00196,fflo:targets,Additional Collector,fflo:RegulatoryOfficer,fkg:REG_00198,0.95,delegate... to an Additional Collector,,
src_pdf_004_chunk_0002,src_pdf_004,markdown/amend_3_2017.md,pdf,2,Collector,fflo:RegulatoryOfficer,fkg:REG_00196,fflo:targets,Sub-Divisional Officer,fflo:RegulatoryOfficer,fkg:REG_00195,0.95,delegate... to his Sub-Divisional Officer,,
src_pdf_004_chunk_0002,src_pdf_004,markdown/amend_3_2017.md,pdf,2,District Magistrate,fflo:RegulatoryOfficer,fkg:REG_00197,fflo:targets,Additional District Magistrate,fflo:RegulatoryOfficer,fkg:REG_00199,0.95,delegate... to an Additional District Magistrate,,
src_pdf_004_chunk_0002,src_pdf_004,markdown/amend_3_2017.md,pdf,2,District Magistrate,fflo:RegulatoryOfficer,fkg:REG_00197,fflo:targets,Sub-Divisional Officer,fflo:RegulatoryOfficer,fkg:REG_00195,0.95,delegate... to his Sub-Divisional Officer,,
src_pdf_004_chunk_0004,src_pdf_004,markdown/amend_3_2017.md,pdf,4,Commissioner of Food Safety,fflo:RegulatoryOfficer,fkg:REG_00200,fflo:isEmpoweredTo,Appointment,fflo:RegulatoryActionType,fkg:REG_00310,0.95,The commissioner of Food Safety may ... appoint Sub-Divisional Officer,,
src_pdf_004_chunk_0004,src_pdf_004,markdown/amend_3_2017.md,pdf,4,Sub-Divisional Officer,fflo:RegulatoryOfficer,fkg:REG_00195,fflo:hasObligation,Training,fflo:TestingRequirement,fkg:TES_00001,0.95,shall not require to undergo such training,,auto:fflo:ObligationType→fflo:TestingRequirement
src_pdf_004_chunk_0004,src_pdf_004,markdown/amend_3_2017.md,pdf,4,"Food Safety and Standards Rules, 2011",fflo:RegulatoryDocument,fkg:REG_00007,fflo:amends,"Food Safety and Standards (First Amendment) Rules, 2022",fflo:RegulatoryDocument,fkg:FOO_02802,0.85,"amend the Food Safety and Standards Rules, 2011",,
src_pdf_004_chunk_0004,src_pdf_004,markdown/amend_3_2017.md,pdf,4,"Food Safety and Standards (First Amendment) Rules, 2022",fflo:RegulatoryDocument,fkg:FOO_02802,fflo:definedIn,G.S.R. 1516(E),fflo:RegulatoryDocument,fkg:REG_00018,0.95,G.S.R. 1516(E).—In exercise of the powers,,
src_pdf_004_chunk_0004,src_pdf_004,markdown/amend_3_2017.md,pdf,4,G.S.R. 57(E),fflo:RegulatoryDocument,fkg:REG_00017,fflo:amends,"Food Safety and Standards Rules, 2011",fflo:RegulatoryDocument,fkg:REG_00007,0.9,last amended vide notification number G.S.R. 57(E),,
src_pdf_005_chunk_0004,src_pdf_005,markdown/appendix_a_4.md,pdf,4,Processed vegetables,fflo:FoodCategory,fkg:FOO_01113,fflo:hasSubcategory,Frozen vegetables,fflo:FoodCategory,fkg:FOO_00249,0.95,4.2.2 Processed vegetables... 4.2.2.1 Frozen vegetables,src_pdf_005_chunk_0030,
src_pdf_005_chunk_0004,src_pdf_005,markdown/appendix_a_4.md,pdf,4,Processed vegetables,fflo:FoodCategory,fkg:FOO_01113,fflo:hasSubcategory,Dried vegetables,fflo:FoodCategory,fkg:FOO_00034,0.95,4.2.2 Processed vegetables... 4.2.2.2 Dried vegetables,src_pdf_005_chunk_0030,
